Title,Year,Type_Long,Type,Link,En_mi_web,title_clean
GeoINTA: aprovechando los mapas del INTA en Internet.,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/geointa-aprovechando-los-mapas-del-inta-en-internet,,geointa: aprovechando los mapas del inta en internet.
"GeoINTA: compartiendo datos por medio de la Infraestructura de Datos Espaciales del INTA. Banchero Santiago, Bellini Saibene, Yanina. Anales 10º Simposio Argentino de Informática en el Estado (SIE). ISSN: 1851-2526. 7 de Septiembre de 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/geointa-compartiendo-datos-por-medio-de-la-infraestructura-de-datos-espaciales-del-inta,,"geointa: compartiendo datos por medio de la infraestructura de datos espaciales del inta. banchero santiago, bellini saibene, yanina. anales 10º simposio argentino de informática en el estado (sie). issn: 1851-2526. 7 de septiembre de 2016."
"GeoINTA: la infraestructura de datos espaciales del INTA en La Pampa. Y. Bellini Saibene, L. Ramos, M. Fuentes, J. Caldera, P. Lucchetti. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24 al 26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/geointa-la-infraestructura-de-datos-espaciales-del-inta-en-la-pampa,,"geointa: la infraestructura de datos espaciales del inta en la pampa. y. bellini saibene, l. ramos, m. fuentes, j. caldera, p. lucchetti. 3º jornadas de tecnología de información geográfica del sur argentino. universidad nacional del sur. bahía blanca, argentina. 24 al 26 de agosto 2016."
Geotecnologías aplicadas a los estudios territoriales en La Pampa,2016,Noticia,Blog post,https://inta.gob.ar/noticias/geotecnologias-aplicadas-a-los-estudios-territoriales-en-la-pampa,,geotecnologías aplicadas a los estudios territoriales en la pampa
Hackatón de AgroDatos: mención para la EEA Anguil,2016,Noticia,Blog post,https://inta.gob.ar/documentos/hackaton-de-agrodatos-mencion-para-la-eea-anguil,,hackatón de agrodatos: mención para la eea anguil
Horizonte agropecuario pampeano - puntano Nº 109 Septiembre de 2016,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-109-septiembre-de-2016,,horizonte agropecuario pampeano - puntano nº 109 septiembre de 2016
Horizonte agropecuario pampeano - puntano Nº 110 Diciembre de 2016,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-110-diciembre-de-2016,,horizonte agropecuario pampeano - puntano nº 110 diciembre de 2016
La EEA Anguil en el Congreso Argentino de Agroinformática,2016,Noticia,Blog post,https://inta.gob.ar/noticias/la-eea-anguil-en-el-congreso-argentino-de-agroinformatica,,la eea anguil en el congreso argentino de agroinformática
"Mirando desde el cielo: la industria espacial al servicio del agro. Bellini Saibene, Yanina. Horizonte Agropecuario Pampeano-Puntano. Nº 110. Diciembre 2016. 2016. ISSN: 0327-3180. Ediciones INTA.",2016,Popular science articles,Popular science articles,,,"mirando desde el cielo: la industria espacial al servicio del agro. bellini saibene, yanina. horizonte agropecuario pampeano-puntano. nº 110. diciembre 2016. 2016. issn: 0327-3180. ediciones inta."
"Monitoreo de los indicadores del programa ProHuerta en el área del caldenal y oeste árido de la provincia de La Pampa. M.E. Fuentes, Y.N. Bellini, J.Caldera. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24 al 26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/monitoreo-de-indicadores-del-programa-prohuerta-en-el-area-del-caldenal-y-oeste-arido-de-la-provincia-de-la-pampa,,"monitoreo de los indicadores del programa prohuerta en el área del caldenal y oeste árido de la provincia de la pampa. m.e. fuentes, y.n. bellini, j.caldera. 3º jornadas de tecnología de información geográfica del sur argentino. universidad nacional del sur. bahía blanca, argentina. 24 al 26 de agosto 2016."
"Pelear hasta por jugar. Argentinas en los Juegos Olímpicos. Bellini Alejandra, Bellini Saibene, Yanina. Suplemento Caldenia. Diario La Arena. 3 de Abril de 2016. Páginas 4 y 5.",2016,Popular science articles,Popular science articles,,,"pelear hasta por jugar. argentinas en los juegos olímpicos. bellini alejandra, bellini saibene, yanina. suplemento caldenia. diario la arena. 3 de abril de 2016. páginas 4 y 5."
"Propuesta para una Infraestructura de Datos Agropecuarios del Instituto Nacional de Tecnología Agropecuaria (INTA). Bellini Saibene, Yanina. Contribuciones Simposio Argentino de Grandes Datos (AGRANDA) 2016. ISSN: 2451-7569. 6 de Septiembre de 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/propuesta-para-una-infraestructura-de-datos-agropecuarios-del-instituto-nacional-de-tecnologia-agropecuaria-inta,,"propuesta para una infraestructura de datos agropecuarios del instituto nacional de tecnología agropecuaria (inta). bellini saibene, yanina. contribuciones simposio argentino de grandes datos (agranda) 2016. issn: 2451-7569. 6 de septiembre de 2016."
RadINTA: Facilitando el uso de la red de radares de INTA mediante el desarrollo de herramientas libres,2016,Noticia,Blog post,https://inta.gob.ar/documentos/radinta-facilitando-el-uso-de-la-red-de-radares-de-inta-mediante-el-desarrollo-de-herramientas-libres,,radinta: facilitando el uso de la red de radares de inta mediante el desarrollo de herramientas libres
"RadINTA: Facilitando el uso de la red de radares de INTA mediante el desarrollo de herramientas libres. Y. Bellini Saibene, S. Banchero. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24 al 26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"radinta: facilitando el uso de la red de radares de inta mediante el desarrollo de herramientas libres. y. bellini saibene, s. banchero. 3º jornadas de tecnología de información geográfica del sur argentino. universidad nacional del sur. bahía blanca, argentina. 24 al 26 de agosto 2016."
Reconocimiento Nacional para GeoINTA,2016,Noticia,Blog post,https://inta.gob.ar/noticias/reconocimiento-nacional-para-geointa,,reconocimiento nacional para geointa
"Sistema de Información y base de datos para el inventario de recursos naturales de La Pampa. Bellini Saibene, Yanina; Calera, Juan. Horizonte Agropecuario Pampeano-Puntano. Nº 109. Septiembre 2016. 2016. ISSN: 0327-3180. Ediciones INTA.",2016,Popular science articles,Popular science articles,https://inta.gob.ar/documentos/sistema-de-informacion-y-base-de-datos-para-el-inventario-de-recursos-naturales-de-la-pampa,,"sistema de información y base de datos para el inventario de recursos naturales de la pampa. bellini saibene, yanina; calera, juan. horizonte agropecuario pampeano-puntano. nº 109. septiembre 2016. 2016. issn: 0327-3180. ediciones inta."
"Sistema de Información y base de datos para el inventario de recursos naturales de La Pampa. Caldera, Juan; Peinetti, Raúl; Estelrich, Daniel; Chirino, Claudia; Bellini Saibene, Yanina; Lorda, Marcos. Anales 8º Congreso Argentino de AgroInformática (CAI) 2016. ISSN: 1852-4850. 5 y 6 de Septiembre de 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"sistema de información y base de datos para el inventario de recursos naturales de la pampa. caldera, juan; peinetti, raúl; estelrich, daniel; chirino, claudia; bellini saibene, yanina; lorda, marcos. anales 8º congreso argentino de agroinformática (cai) 2016. issn: 1852-4850. 5 y 6 de septiembre de 2016."
Sobre estrellas y semillas: la industria espacial al servicio de Agro,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/sobre-estrellas-y-semillas-la-industria-espacial-al-servicio-de-agro,Si,sobre estrellas y semillas: la industria espacial al servicio de agro
"Sobre estrellas y semillas: la industria espacial al servicio del agro. Bellini Saibene, Yanina. Suplemento La Arena del Campo. Diario La Arena. 17 de Septiembre de 2016.",2016,Popular science articles,Popular science articles,,Si,"sobre estrellas y semillas: la industria espacial al servicio del agro. bellini saibene, yanina. suplemento la arena del campo. diario la arena. 17 de septiembre de 2016."
Sobre estrellas y semillas. La industria espacial al servicio del agro.,2016,Blog post,Blog post,,Si,sobre estrellas y semillas. la industria espacial al servicio del agro.
"“Breve introducción a las tormentas de granizo, el daño en cultivo, los radares meteorológicos y las técnicas de Minería de Datos”. Bellini Saibene, Yanina. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,,"“breve introducción a las tormentas de granizo, el daño en cultivo, los radares meteorológicos y las técnicas de minería de datos”. bellini saibene, yanina. en radar meteorológico de la eea anguil. contribuciones para su uso en el sector agropecuario. publicación técnica nº 105. mayo 2017. issn 0325-2132. ediciones inta."
"“Clasificación de daño en cultivos por granizo utilizando técnicas de Data Mining”. Bellini Saibene, Yanina. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,,"“clasificación de daño en cultivos por granizo utilizando técnicas de data mining”. bellini saibene, yanina. en radar meteorológico de la eea anguil. contribuciones para su uso en el sector agropecuario. publicación técnica nº 105. mayo 2017. issn 0325-2132. ediciones inta."
"“Clasificación de sistemas ganaderos preponderantes para estimar emisiones de gases de efecto invernadero”. Lozza, Anabella; Bellini Saibene, Yanina. (2017). Resumen 40° Congreso Argentino de Producción Animal. Revista Argentina de Producción Animal Vol 37 Supl. 1: 173-243. Pp 189. ISSN: 0326-0550.",2017,Journals,Journals,,,"“clasificación de sistemas ganaderos preponderantes para estimar emisiones de gases de efecto invernadero”. lozza, anabella; bellini saibene, yanina. (2017). resumen 40° congreso argentino de producción animal. revista argentina de producción animal vol 37 supl. 1: 173-243. pp 189. issn: 0326-0550."
"“Estimación de ocurrencia de granizo en superficie mediante datos de radar meteorológico utilizando técnicas de Data Mining”. Bellini Saibene, Yanina en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,,"“estimación de ocurrencia de granizo en superficie mediante datos de radar meteorológico utilizando técnicas de data mining”. bellini saibene, yanina en radar meteorológico de la eea anguil. contribuciones para su uso en el sector agropecuario. publicación técnica nº 105. mayo 2017. issn 0325-2132. ediciones inta."
"“HAR (HAIL ARCHIVE): sistema de información para registrar eventos de granizo, sus efectos en superficie y los datos de radares meteorológicos en la región pampeana central”. Bellini Saibene, Yanina, Caldera, Juan. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,https://inta.gob.ar/documentos/har-hail-archive-desarrollo-de-un-sistema-de-informacion-y-base-de-datos-sobre-granizo-en-la-region-semiarida-pampeana-central,,"“har (hail archive): sistema de información para registrar eventos de granizo, sus efectos en superficie y los datos de radares meteorológicos en la región pampeana central”. bellini saibene, yanina, caldera, juan. en radar meteorológico de la eea anguil. contribuciones para su uso en el sector agropecuario. publicación técnica nº 105. mayo 2017. issn 0325-2132. ediciones inta."
"“Identificación de granizo y daño en cultivos con la utilización de variables polarimétricas de los radares de Paraná y Anguil”. Mezher, R.;Banchero S.;Bellini Saibene, Y. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,,"“identificación de granizo y daño en cultivos con la utilización de variables polarimétricas de los radares de paraná y anguil”. mezher, r.;banchero s.;bellini saibene, y. en radar meteorológico de la eea anguil. contribuciones para su uso en el sector agropecuario. publicación técnica nº 105. mayo 2017. issn 0325-2132. ediciones inta."
"“RadINTA: un conjunto de herramientas de software libre para facilitar la explotación de datos de los radares meteorológicos del INTA”. Bellini Saibene, Yanina; Banchero, Santiago; Mezher, Romina; Caldera, Juan. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,,"“radinta: un conjunto de herramientas de software libre para facilitar la explotación de datos de los radares meteorológicos del inta”. bellini saibene, yanina; banchero, santiago; mezher, romina; caldera, juan. en radar meteorológico de la eea anguil. contribuciones para su uso en el sector agropecuario. publicación técnica nº 105. mayo 2017. issn 0325-2132. ediciones inta."
“RadINTA: un set de herramientas libres para facilitar la explotación de datos de la red de radares meteorológicos del INTA”. Aceptado como Capítulo 1 del libro “Las Geotecnologías en los Procesos Ambientales” del Departamento de Geografía y Turismo de la Universidad Nacional del Sur. En edición.,2017,Book Chapters,Book Chapters,,,“radinta: un set de herramientas libres para facilitar la explotación de datos de la red de radares meteorológicos del inta”. aceptado como capítulo 1 del libro “las geotecnologías en los procesos ambientales” del departamento de geografía y turismo de la universidad nacional del sur. en edición.
"“RadINTA: un set de herramientas libres para facilitar la explotación de datos de la red de radares meterológicos del INTA”. Capítulo 1 del libro “Las Geotecnologías en los Procesos Ambientales”. Bellini Saibene, Yanina; Banchero, Santiago; Mezher, Romina; Caldera, Juan. . ISBN: 978-987-655-173-. Editorial de la Universidad Nacional del Sur. Ediuns. Fecha publicación: 12/2017. 252 p.",2017,Book Chapters,Book Chapters,,,"“radinta: un set de herramientas libres para facilitar la explotación de datos de la red de radares meterológicos del inta”. capítulo 1 del libro “las geotecnologías en los procesos ambientales”. bellini saibene, yanina; banchero, santiago; mezher, romina; caldera, juan. . isbn: 978-987-655-173-. editorial de la universidad nacional del sur. ediuns. fecha publicación: 12/2017. 252 p."
AgroTICs: llevando la informática al campo,2017,Noticia,Blog post,https://inta.gob.ar/noticias/agrotics-llevando-la-informatica-al-campo,,agrotics: llevando la informática al campo
Caracterización de sistemas productivos pampeanos,2017,Noticia,Blog post,https://inta.gob.ar/noticias/caracterizacion-de-sistemas-productivos-pampeanos,,caracterización de sistemas productivos pampeanos
Charlas sobre herramientas para el manejo de datos agropecuarios,2017,Noticia,Blog post,https://inta.gob.ar/noticias/charlas-sobre-herramientas-para-el-manejo-de-datos-agropecuarios,,charlas sobre herramientas para el manejo de datos agropecuarios
"Clasificación de sistemas productivos preponderantes ganaderos para estimar gases de efecto invernadero.  Lozza, Anabella, Bellini Saibene, Yanina. 40 Congreso Argentino de Producción Animal. Noviembre de 2017. Poster.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"clasificación de sistemas productivos preponderantes ganaderos para estimar gases de efecto invernadero.  lozza, anabella, bellini saibene, yanina. 40 congreso argentino de producción animal. noviembre de 2017. poster."
"Clasificación de Sistemas Productivos Preponderantes utilizando técnicas de agrupamiento para la estimación de emisiones de Gases de Efecto Invernadero Contribuciones 9º Congreso Argentino de AgroInformática (CAI) 2017. ISSN: 2525- 0949. 7 y 8 de Septiembre de 2017. (151-164). Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"clasificación de sistemas productivos preponderantes utilizando técnicas de agrupamiento para la estimación de emisiones de gases de efecto invernadero contribuciones 9º congreso argentino de agroinformática (cai) 2017. issn: 2525- 0949. 7 y 8 de septiembre de 2017. (151-164). córdoba, argentina."
Especialistas en AgroTics de INTA dictaron un Taller de Procesamiento de Datos en la Universidad de La Pampa,2017,Noticia,Blog post,https://inta.gob.ar/noticias/especialistas-en-agrotics-de-inta-dictaron-un-taller-de-procesamiento-de-datos-en-la-universidad-de-la-pampa,,especialistas en agrotics de inta dictaron un taller de procesamiento de datos en la universidad de la pampa
Hacia una Arquitectura de Procesamiento de Datos del RADAR Meteorológico de INTA Anguil,2017,Journals,Journals,https://inta.gob.ar/documentos/hacia-una-arquitectura-de-procesamiento-de-datos-del-radar-meteorologico-de-inta-anguil-1,,hacia una arquitectura de procesamiento de datos del radar meteorológico de inta anguil
"Hacia una Guía Digital Móvil para la identificación y manejo sustentable de los pastizales naturales Contribuciones 9º Congreso Argentino de AgroInformática (CAI) 2017. ISSN: 2525- 0949. 7 y 8 de Septiembre de 2017. (226-238). Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"hacia una guía digital móvil para la identificación y manejo sustentable de los pastizales naturales contribuciones 9º congreso argentino de agroinformática (cai) 2017. issn: 2525- 0949. 7 y 8 de septiembre de 2017. (226-238). córdoba, argentina."
"Monitoreo de los indicadores del programa Prohuerta en la provincia de La Pampa. M.E. Fuentes, Y.N. Bellini Saibene , J.Caldera, A. Muguiro, J.C. Hernandez. 1º Encuentro Nacional sobre PERIURBANOS E INTERFASES CRÍTICAS, 2ª Reunión Científica del PNNAT y 3ra Reunión de la Red PERIURBAN. 12, 13 y 14 de Septiembre de 2017. Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"monitoreo de los indicadores del programa prohuerta en la provincia de la pampa. m.e. fuentes, y.n. bellini saibene , j.caldera, a. muguiro, j.c. hernandez. 1º encuentro nacional sobre periurbanos e interfases críticas, 2ª reunión científica del pnnat y 3ra reunión de la red periurban. 12, 13 y 14 de septiembre de 2017. córdoba, argentina."
"Mujeres en la ciencia y la tecnología. Bellini Saibene, Yanina. La Arena del Campo. 14 de Octubre de 2017.",2017,Popular science articles,Popular science articles,,,"mujeres en la ciencia y la tecnología. bellini saibene, yanina. la arena del campo. 14 de octubre de 2017."
"Otra visión sobre los incendios. Fuentes, María Elena; Bellini Saibene, Yanina. La Arena del Campo. 29 de Abril de 2017.",2017,Popular science articles,Popular science articles,,,"otra visión sobre los incendios. fuentes, maría elena; bellini saibene, yanina. la arena del campo. 29 de abril de 2017."
Página de Facebook “INTA Anguil”: pasos a seguir para acceder efectivamente a toda la información,2017,Noticia,Blog post,https://inta.gob.ar/noticias/pagina-de-facebook-inta-anguil-pasos-a-seguir-para-acceder-efectivamente-a-toda-la-informacion,,página de facebook “inta anguil”: pasos a seguir para acceder efectivamente a toda la información
"ProHuerta y redes sociales: análisis de estrategias comunicacionales del programa en la provincia de La Pampa. A. M. Lagomarsino; Y. N. Bellini Saibene. 1º Encuentro Nacional sobre PERIURBANOS E INTERFASES CRÍTICAS, 2ª Reunión Científica del PNNAT y 3ra Reunión de la Red PERIURBAN. 12, 13 y 14 de Septiembre de 2017. Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"prohuerta y redes sociales: análisis de estrategias comunicacionales del programa en la provincia de la pampa. a. m. lagomarsino; y. n. bellini saibene. 1º encuentro nacional sobre periurbanos e interfases críticas, 2ª reunión científica del pnnat y 3ra reunión de la red periurban. 12, 13 y 14 de septiembre de 2017. córdoba, argentina."
"ProHuerta y redes sociales: hacia un análisis y propuesta de estrategias comunicacionales del programa en la provincia de La Pampa. Lagomarsino Andrea, Bellini Saibene, Yanina. XXIII JORNADAS DE INVESTIGACIÓN DE LA FACULTAD DE CIENCIAS HUMANAS “Investigar en Ciencias Sociales y Humanas en el contexto actual”. 5 y 6 de octubre de 2017, General Pico, La Pampa.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"prohuerta y redes sociales: hacia un análisis y propuesta de estrategias comunicacionales del programa en la provincia de la pampa. lagomarsino andrea, bellini saibene, yanina. xxiii jornadas de investigación de la facultad de ciencias humanas “investigar en ciencias sociales y humanas en el contexto actual”. 5 y 6 de octubre de 2017, general pico, la pampa."
Radar meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario,2017,Noticia,Blog post,https://inta.gob.ar/documentos/radar-meteorologico-de-la-eea-anguil-contribuciones-para-su-uso-en-el-sector-agropecuario,,radar meteorológico de la eea anguil. contribuciones para su uso en el sector agropecuario
"Relevamiento de la agricultura periurbana en el área metropolitana de Santa Rosa-Toay. H.O. Lorda , D. Moglie , J.Caldera , N. Dominguez , F. De Durana , Y.N. Bellini. 1º Encuentro Nacional sobre PERIURBANOS E INTERFASES CRÍTICAS, 2ª Reunión Científica del PNNAT y 3ra Reunión de la Red PERIURBAN. 12, 13 y 14 de Septiembre de 2017. Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"relevamiento de la agricultura periurbana en el área metropolitana de santa rosa-toay. h.o. lorda , d. moglie , j.caldera , n. dominguez , f. de durana , y.n. bellini. 1º encuentro nacional sobre periurbanos e interfases críticas, 2ª reunión científica del pnnat y 3ra reunión de la red periurban. 12, 13 y 14 de septiembre de 2017. córdoba, argentina."
Resultados del 9º Congreso de AgroInformática (2017),2017,Noticia,Blog post,https://inta.gob.ar/documentos/resultados-del-9o-congreso-de-agroinformatica-2017,,resultados del 9º congreso de agroinformática (2017)
Seminario interno: el valor del acceso al conocimiento digitalizado en la toma de decisiones,2017,Noticia,Blog post,https://inta.gob.ar/noticias/seminario-interno-el-valor-del-acceso-al-conocimiento-digitalizado-en-la-toma-de-decisiones,,seminario interno: el valor del acceso al conocimiento digitalizado en la toma de decisiones
Una nueva edición del Congreso Argentino de AgroInformática (CAI) donde la EEA Anguil es protagonista,2017,Noticia,Blog post,https://inta.gob.ar/noticias/una-nueva-edicion-del-congreso-argentino-de-agroinformatica-cai-donde-la-eea-anguil-es-protagonista,,una nueva edición del congreso argentino de agroinformática (cai) donde la eea anguil es protagonista
Una visión de los incendios en La Pampa con herramientas satelitales,2017,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/una-vision-de-los-incendios-en-la-pampa-con-herramientas-satelitales,,una visión de los incendios en la pampa con herramientas satelitales
"“Clasificación de Sistemas Productivos Preponderantes utilizando técnicas de agrupamiento para la estimación de emisiones de Gases de Efecto Invernadero”. LOZZA, Anabella; BELLINI SAIBENE, Yanina; LORDA, Héctor. Revista Eletrônica Argentina-Brasil de Tecnologias da Informação e da Comunicação, [S.l.], v. 1, n. 8, abr. 2018. ISSN 2446-7634. Disponível em: <https://revistas.setrem.com.br/index.php/reabtic/article/view/295>. Acesso em: 19 maio 2018. doi: http://dx.doi.org/10.5281/zenodo.1228469.",2018,Journals,Journals,https://inta.gob.ar/documentos/clasificacion-de-sistemas-productivos-preponderantes-utilizando-tecnicas-de-agrupamiento-para-la-estimacion-de-emisiones-de-gases-de-efecto-invernadero,,"“clasificación de sistemas productivos preponderantes utilizando técnicas de agrupamiento para la estimación de emisiones de gases de efecto invernadero”. lozza, anabella; bellini saibene, yanina; lorda, héctor. revista eletrônica argentina-brasil de tecnologias da informação e da comunicação, [s.l.], v. 1, n. 8, abr. 2018. issn 2446-7634. disponível em: <https://revistas.setrem.com.br/index.php/reabtic/article/view/295>. acesso em: 19 maio 2018. doi: http://dx.doi.org/10.5281/zenodo.1228469."
10 años del Congreso de AgroInformática,2018,Noticia,Blog post,https://inta.gob.ar/noticias/10-anos-del-congreso-de-agroinformatica,,10 años del congreso de agroinformática
Análisis de la tormenta del 10 de Diciembre en La Pampa utilizando el RADAR Meteorológico,2018,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/analisis-de-la-tormenta-del-10-de-diciembre-en-la-pampa-utilizando-el-radar-meteorologico,,análisis de la tormenta del 10 de diciembre en la pampa utilizando el radar meteorológico
"Cambio climático y ganadería bovina: desafíos y oportunidades. Lozza, Anabella, Bellini Saibene, Yanina. Informe Ganadero Nº 941. Ano 36. Buenos Aires. Abril 27 de 2018.",2018,Popular science articles,Popular science articles,,,"cambio climático y ganadería bovina: desafíos y oportunidades. lozza, anabella, bellini saibene, yanina. informe ganadero nº 941. ano 36. buenos aires. abril 27 de 2018."
"Caracterización de las principales especies forrajeras de un pastizal natural al este del Departamento Loventué (La Pampa). Poey, M.S., Stefanazzi, I.N., Molina, M.J., Breit, M.A., Torrado, J.J., Lux, J.M., Bellini Saibene, Y., y Loza, A. VIII Congreso Nacional sobre Manejo de Pastizales Naturales- IV Congreso del Mercosur sobre Manejo de Pastizales Naturales. 15,16 y 17 de Mayo de 2018. La Rioja, Argentina. Aceptado para Poster.",2018,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,,"caracterización de las principales especies forrajeras de un pastizal natural al este del departamento loventué (la pampa). poey, m.s., stefanazzi, i.n., molina, m.j., breit, m.a., torrado, j.j., lux, j.m., bellini saibene, y., y loza, a. viii congreso nacional sobre manejo de pastizales naturales- iv congreso del mercosur sobre manejo de pastizales naturales. 15,16 y 17 de mayo de 2018. la rioja, argentina. aceptado para poster."
"Caracterización de las principales especies forrajeras de un pastizal natural al sur del Departamento Loventué (La Pampa). Poey, M.S., Stefanazzi, I.N., Molina, M.J., Breit, M.A., Torrado, J.J., Lux, J.M., Bellini Saibene, Y., y Lozza, A. VIII Congreso Nacional sobre Manejo de Pastizales Naturales- IV Congreso del Mercosur sobre Manejo de Pastizales Naturales. 15,16 y 17 de Mayo de 2018. La Rioja, Argentina. Aceptado para Poster.",2018,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,,"caracterización de las principales especies forrajeras de un pastizal natural al sur del departamento loventué (la pampa). poey, m.s., stefanazzi, i.n., molina, m.j., breit, m.a., torrado, j.j., lux, j.m., bellini saibene, y., y lozza, a. viii congreso nacional sobre manejo de pastizales naturales- iv congreso del mercosur sobre manejo de pastizales naturales. 15,16 y 17 de mayo de 2018. la rioja, argentina. aceptado para poster."
"Comparación de características de emisiones de gases de efecto invernadero entre cuatro sistemas ganaderos predominates. Bellini Saibene, Yanina.  Lozza, Anabella. Horizonte Agropecuario Pampeano-Puntano. Nº 114. Mayo 2018. 2016. ISSN: 0327-3180. Ediciones INTA.",2018,Popular science articles,Popular science articles,,,"comparación de características de emisiones de gases de efecto invernadero entre cuatro sistemas ganaderos predominates. bellini saibene, yanina.  lozza, anabella. horizonte agropecuario pampeano-puntano. nº 114. mayo 2018. 2016. issn: 0327-3180. ediciones inta."
Concurso por los 10 años del Congreso de AgroInformática,2018,Noticia,Blog post,https://inta.gob.ar/noticias/concurso-por-los-10-anos-del-congreso-de-agroinformatica,,concurso por los 10 años del congreso de agroinformática
Horizonte agropecuaria pampeano puntano Nº 114 Mayo 2018,2018,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuaria-pampeano-puntano-no-114-mayo-2018,,horizonte agropecuaria pampeano puntano nº 114 mayo 2018
Introducción a las nuevas tecnologías. Zinda Roberto; Lorena Carreño; Celeste Martínez Uncal; Yanina Noemí Bellini Saibene. “Introducción a las nuevas tecnologías”. Capítulo 1 del libro “Potencialidades de las nuevas tecnologías en el agropampeano”. ISBN 978-987-521-949-6. Ediciones INTA. Septiembre de 2018.,2018,Book Chapters,Book Chapters,https://inta.gob.ar/documentos/potencialidades-de-las-nuevas-tecnologias-en-el-agropampeano,,introducción a las nuevas tecnologías. zinda roberto; lorena carreño; celeste martínez uncal; yanina noemí bellini saibene. “introducción a las nuevas tecnologías”. capítulo 1 del libro “potencialidades de las nuevas tecnologías en el agropampeano”. isbn 978-987-521-949-6. ediciones inta. septiembre de 2018.
Oferta hídrica y problemática de escasez en la cuenca del rio colorado. Roberto Mariano; Fernanda Gaspari; Yanina Bellini. 5º Congreso Pampeano del Agua. Marzo de 2018. Aceptado para Exposición Oral.,2018,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,oferta hídrica y problemática de escasez en la cuenca del rio colorado. roberto mariano; fernanda gaspari; yanina bellini. 5º congreso pampeano del agua. marzo de 2018. aceptado para exposición oral.
"Oportunidades ante el cambio climático. Lozza, Anabella, Bellini Saibene, Yanina. La Arena del Campo. 20 de Enero de 2018.",2018,Popular science articles,Popular science articles,,,"oportunidades ante el cambio climático. lozza, anabella, bellini saibene, yanina. la arena del campo. 20 de enero de 2018."
