Title,Year,Type_Long,Type,Link,En_mi_web
"Inventario De Malezas En El Cultivo De Girasol En La Provincia De La Pampa. Montoya, J., Berhongaray, G., Pérez, A., Títolo, D., Troiani, H., Roberto, Z.,Ramos, L. y Bellini, Y. Actas IV Congreso Argentino de Girasol. ASAGIR. Mayo 2007.",2007,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"“Caracterización tecnológica y productiva del cultivo de girasol para la provincia de La Pampa”. Belmonte, M. L.; Fernández, M. D.; Bellini Saibene, Y.; Lorda, H. O.; Schaab, L. R.; y Fernández, J. C. Junio 2008. Capítulo 2 de la Publicación Técnica 72. ISSN: 0325-2132. El cultivo de girasol en la región semiárida pampeana. Editores: Quiroga, Alberto; Pérez Fernández, J.",2008,Journals,Journals,,
"AgroSys N° 11. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Febrero 2008",2008,Newsletter,Popular science articles,,
"AgroSys N° 12. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Marzo 2008",2008,Newsletter,Popular science articles,,
"AgroSys N° 13. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Abril 2008.",2008,Newsletter,Popular science articles,,
"AgroSys N° 14. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Mayo 2008",2008,Newsletter,Popular science articles,,
"AgroSys N° 15. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Abril 2017.",2008,Newsletter,Popular science articles,,
"AgroSys N° 16. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Junio 2008",2008,Newsletter,Popular science articles,,
"AgroSys N° 17. Boletín Informativo Grupo de Sistemas-Información y Comunicación de la EEA Anguil. Bellini Saibene, Y. Lucchetti, P.A, Ferreyra C.A. Caldera, JC, Ramos, L., Fernandez, MD, Schaab, L, Etchart, F. Garro, RJA. Septiembre 2008",2008,Newsletter,Popular science articles,,
"Aplicación de la Metodología Q para la Evaluación de Proyectos de Intervención. Experiencias Centro Regional La Pampa-San Luis. R. Bonelli, Bertella, E., Benitez, R., Albarracin, M., Aurand, S., Frasier I ,Fontana, L.,. Iacovino R., Kent F., Bellini Y., Galli M., Benitez N., Colazo R., Reichert H., Bonatti R., Frigerio K., Churín N., Pereira M., Montiel E., Echeverría, J., Torrado, J. XIV Jornadas Nacionales de Extensión Rural y VI del MERCOSUR. San Miguel de Tucumán, 8 al 10 de octubre de 2008.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"Boletín Enlaces N° 13. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Febrero 2008",2008,Newsletter,Popular science articles,,
"Boletín Enlaces N° 14. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Marzo 208",2008,Newsletter,Popular science articles,,
"Boletín Enlaces N° 15. Newsletter informativo Proyecto Estructurante del SICyC. Bellini Saibene, Y. Zubillaja, J., Franco, L., Lucchetti, P., Godoy, S., Chavero, A., Cáceres, A, Nani, L. Abril 2008",2008,Newsletter,Popular science articles,,
Boletín RIAN La Pampa - San Luis - Agosto 2008- Nro 53,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-agosto-2008-53,
Boletín RIAN La Pampa - San Luis - Diciembre 2007 - Enero 2008- Nro 46,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-diciembre-2007-enero-2008-nro-46,
Boletín RIAN La Pampa - San Luis - Enero 2008- Nro 45,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-2008-45,
Boletín RIAN La Pampa - San Luis - Junio-Julio 2008- Nro 50,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-junio-julio-2008-50,
Boletín RIAN La Pampa - San Luis - Marzo-Abril 2008- Nro 48,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-marzo-abril-2008-48,
Boletín RIAN La Pampa - San Luis - Mayo 2008- Nro 49,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-mayo-2008-49,
Boletín RIAN La Pampa - San Luis - Noviembre 2008- Nro 58,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-noviembre-2008-nro-58,
Boletín RIAN La Pampa - San Luis - Octubre 2008 - Nro 56,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Octubre-2008-56,
Boletín RIAN La Pampa - San Luis - Septiembre - Octubre 2008- Nro 57,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-septiembre-octubre-2008-57,
Boletín RIAN La Pampa - San Luis - Septiembre 2008 - Nro 51,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Septiembre-2008-51,
Boletín RIAN La Pampa - San Luis - Septiembre 2008 - Nro 52,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Septiembre-2008-52,
Boletín RIAN La Pampa - San Luis - Septiembre 2008 - Nro 54,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Septiembre-2008-54,
Boletín RIAN La Pampa - San Luis - Septiembre 2008 - Nro 55,2008,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-Septiembre-2008-55,
"Catálogo de datos Geoespaciales del Instituto Nacional de Tecnología Agropecuaria. Ramos, L.; Mercuri, P.; Bellini Saibene, Y.; Pizarro, M. J. Anales de la 37 JAIIO – JII – AgroInformática – Cadenas de abastecimiento. 8 a 12 de Octubre de 2008. ISSN: 1850-2849.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/catalogo-de-datos-geoespaciales-del-instituto-nacional-de-tecnologia-agropecuaria,
"Desarrollo de un Sistema de Gestión Apícola. Bellini Saibene, Yanina; Caldera, Juan Marcelo; Balbarrey, Germán; Lucchetti, Pablo; Caldentey, Laura; Ferreyra, Carlos; Garro, Ricardo. Anales de la 37 JAIIO – JII – AgroInformática – Cadenas de abastecimiento. 8 a 12 de Octubre de 2008. ISSN: 1850-2849.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/node/361,
"Descripción de las zonas y subzonas agroecológicas RIAP. Área de Influencia de la EEA Anguil. Lorda, H.; Roberto Z.; Bellini Saibene, Y.; Sipowicz, A.; Belmonte M.L. Boletín de Divulgación Técnica Nº 96. ISSN: 0325-2167. Octubre 2008 - Ediciones INTA",2008,Journals,Journals,https://inta.gob.ar/documentos/descripcion-de-las-zonas-y-subzonas-agroecologicas-riap-area-de-influencia-de-la-eea-anguil,
"Hacia una Biblioteca Digital Agropecuaria. Fernandez, D; Bellini Saibene, Y.; Ferreyra, C; Ayala, A; Caldera, J. Anales de la 37 JAIIO – JII – AgroInformática – Cadenas de abastecimiento. 8 a 12 de Octubre de 2008. ISSN: 1850-2849.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/hacia-una-biblioteca-digital-agropecuaria,
"Red de Estaciones Meterológicas Automáticas de la Estación Experimental Agropecuaria Anguil, La Pampa. Bellini Saibene, Y.; Fernandez, D.; Casagrande G.; Lucchetti, P. Anales de la 37 JAIIO – JII – AgroInformática – Cadenas de abastecimiento. 8 a 12 de Octubre de 2008. ISSN: 1850-2849.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/red-de-estaciones-meterologicas-automaticas-de-la-estacion-experimental-agropecuaria-anguil-la-pampa,
"Red Termopluviométrica de la Red de Información Agropecuaria Pampeana. Bellini Saibene, Y.; Schaab, L.; Ramos, L.; Fernandez, D.; Casagrande, G.; Lucchetti, P; Lemes, D. Anales de la 37 JAIIO – JII – AgroInformática – Cadenas de abastecimiento. 8 a 12 de Octubre de 2008. ISSN: 1850-2849.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/red-termopluviometrica-de-la-red-de-informacion-agropecuaria-pampeana-0,
"Relevamiento de malezas en cultivos de girasol de la provincia de La Pampa y zonas limítrofes. Montoya, J.C.; Berhongaray, G.; Pérez, A.; Títolo, D.; Troiani, H.; Roberto, Z.; Ramos, L.; Bellini Saibene. Boletín de Divulgación Técnica Nº 93. ISSN: 0325-2167. Noviembre 2008- Ediciones INTA.",2008,Journals,Journals,https://inta.gob.ar/documentos/relevamiento-de-malezas-en-cultivos-de-girasol-de-la-provincia-de-la-pampa-y-zonas-limitrofes,
"Sistema de Información “Informe Agronómico Mensual. Bellini Saibene, Y.; Schaab, L.; Ramos, L.; Fernandez, D.; Caldera, J.; Lucchetti, P; Lorda, H; Lemes, D. Anales de la 37 JAIIO – JII – AgroInformática – Cadenas de abastecimiento. 8 a 12 de Octubre de 2008. ISSN: 1850-2849.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/sistema-de-informacion-informe-agronomico-mensual,
"Un Sistema de Información para el Inventario de Malezas en Girasol en la Provincia de La Pampa. Bellini Saibene, Y.; Ramos, L.; Montoya, J.C; Roberto, Z.; Titolo, D.; Berhongaray, G; Perez, A. Anales de la 37 JAIIO – JII – AgroInformática – Cadenas de abastecimiento. 8 a 12 de Octubre de 2008. ISSN: 1850-2849.",2008,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/node/1304,
"“Sistema móvil para carga de datos del informe agronómico mensual del RIAN.” Herrera Germán, Escobar Guillermo, Schaab Lucas, Ramos Lucas, Bellini Saibene Yanina. Anales del Congreso Argentino de AgroInformática 2009. ISSN: 1852-4850. Editor: SADIO. 24 y 25 de Agosto de 2009. Mar del Plata.",2009,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/sistema-movil-para-carga-de-datos-del-informe-agronomico-mensual-del-rian,
"Alarmas Agropecuarias a Teléfonos Celulares. Bellini Saibene, Yanina; Suarez, Armando; Schaab, Lucas; Figueruelo Andrea. Anales del Congreso Argentino de AgroInformática 2009. ISSN: 1852-4850. 24 y 25 de Agosto de 2009. Mar del Plata.",2009,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Algodón. Manual de Campo,2009,Colaboración,Book Chapters,https://inta.gob.ar/documentos/algodon-manual-de-campo,
Boletín RIAN La Pampa - San Luis - Abril 2009- Nro 64,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-abril-2009-64,
Boletín RIAN La Pampa - San Luis - Agosto 2009- Nro 67,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-agosto-2009-67,
Boletín RIAN La Pampa - San Luis - Agosto-Septiembre 2009- Nro 69,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-agosto-septiembre-2009-nro-69,
Boletín RIAN La Pampa - San Luis - Diciembre 2008- Nro 59,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-diciembre-2008-nro-59,
Boletín RIAN La Pampa - San Luis - Enero-Febrero 2009- Nro 60,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-febrero-2009-nro-60,
Boletín RIAN La Pampa - San Luis - Febrero 2009- Nro 61,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2009-nro-61,
Boletín RIAN La Pampa - San Luis - Julio 2009- Nro 66,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-julio-2009-66,
Boletín RIAN La Pampa - San Luis - Julio-Agosto 2009- Nro 68,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-julio-agosto-2009-68,
Boletín RIAN La Pampa - San Luis - Junio-Julio 2009- Nro 65,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-junio-julio-2009-65,
Boletín RIAN La Pampa - San Luis - Marzo 2009- Nro 62,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-marzo-2009-nro-62,
Boletín RIAN La Pampa - San Luis - Marzo 2009- Nro 63,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-marzo-2009-nro-63,
Boletín RIAN La Pampa - San Luis - Noviembre 2009- Nro 72,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-noviembre-2009-72,
Boletín RIAN La Pampa - San Luis - Octubre 2009- Nro 71,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-octubre-2009-71,
Boletín RIAN La Pampa - San Luis - Septiembre 2009- Nro 70,2009,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-septiembre-2009-70,
"Profesionales venezolanos en Anguil. En Nuevo ABC Rural. Septiembre 2009. Nº13. Año VIII, Nº 97. Pág. 58. Belmonte, ML, Bellini, Y",2009,Popular science articles,Popular science articles,,
"Se mejoran los controles de las plagas. Ing. Agr. Armando Suarez, Ing. Agr. Andrea Figuerelo, Lic. Yanina Bellini Saibene. Horizonte Agropecuario Nº 81. Marzo 2009. ISSN: 0327-3180.",2009,Popular science articles,Popular science articles,,
"Segunda Capacitación Internacional de la RIAN. Lic. Yanina Bellini Saibene, Ings. Agrs. Laura Belmonte, Héctor Lorda. Horizonte Agropecuario Nº 83. Septiembre 2009. ISSN: 0327-3180.",2009,Popular science articles,Popular science articles,,
"Alarmas Agropecuarias a Teléfonos Celulares. Bellini Saibene Yanina, Suarez Armando, Schaab Lucas, Figueruelo Andrea. 4to Simposio de Informática en el Estado. ISSN: 1851-2526. 30 de Agosto al 3 de Septiembre de 2010.",2010,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/alarmas-agropecuarias-a-telefonos-celulares,
Boletín RIAN La Pampa - San Luis - Agosto 2010- Nro 78,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-agosto-2010-78,
Boletín RIAN La Pampa - San Luis - Agosto 2010- Nro 79,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-agosto-2010-79,
Boletín RIAN La Pampa - San Luis - Diciembre 2009- Nro 73,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-diciembre-2009-73,
Boletín RIAN La Pampa - San Luis - Enero 2010- Nro 74,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-2010-74,
Boletín RIAN La Pampa - San Luis - Febrero 2010- Nro 75,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2010-75,
Boletín RIAN La Pampa - San Luis - Junio-Julio 2010- Nro 77,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-junio-julio-2010-77,
Boletín RIAN La Pampa - San Luis - Mayo-Junio 2010- Nro 76,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-mayo-junio-2010-76,
Boletín RIAN La Pampa - San Luis - Noviembre-Diciembre 2010- Nro 82,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-noviembre-diciembre-2010-nro-82,
Boletín RIAN La Pampa - San Luis - Octubre 2010- Nro 81,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-octubre-2010-nro-81,
Boletín RIAN La Pampa - San Luis - Septiembre 2010- Nro 80,2010,Newsletter,Popular science articles,https://inta.gob.ar/documentos/copy_of_boletin-rian-la-pampa-san-luis-septiembre-2010-80,
"Caracterización tecnológica y productiva de trigo para La Pampa y San Luis. Belmonte, ML, Fuentes, ME, Bellini,Y. Horizonte Agropecuario Nº 85. Abril 2010. ISSN: 0327-3180. Ediciones INTA.",2010,Popular science articles,Popular science articles,,
"Información para la gestión del sistema de transferencia y extensión del INTA. Bellini Saibene, Yanina; Malvido, Agustina; Caldera, Juan. 4to Simposio de Informática en el Estado (SIE). ISSN: 1851-2526. 30 de Agosto al 3 de Septiembre de 2010.",2010,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Radar meteorológico en la EEA Anguil,2010,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/radar-meteorologico-en-la-eea-anguil,
"RADAR Meteorológico en la EEA Anguil. Lic. Yanina Bellini Saibene, Ing. Agr. Guillermo Casagrande. Horizonte Agropecuario Nº 85. Abril 2010. ISSN: 0327-3180. Ediciones INTA.",2010,Popular science articles,Popular science articles,,
"Sistema de Información “Informe de Estado Hídrico de Suelos”. Bellini Saibene, Y.; Schaab, L.; Ramos, L.; Fuentes M.; Belmonte L. Segundo Congreso Argentino de Agro informática. ISSN: 1852-4850. Editor: SADIO. 30 de Agosto al 3 de Septiembre de 2010.",2010,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Anuario RIAN-RIAP 2005-2006. Bellini Saibene Yanina; Schaab Lucas; Lucas Ramos; Belmonte Laura; Fuentes María Elena. Boletín de Divulgación Técnica Nº 101. Febrero 2011. ISSN 0325-2167. Ediciones INTA.,2011,Journals,Journals,,
Anuario RIAN-RIAP 2006-2007. Bellini Saibene Yanina; Schaab Lucas; Lucas Ramos; Belmonte Laura; Fuentes María Elena. Boletín de Divulgación Técnica Nº 102. Febrero 2011. ISSN 0325-2167. Ediciones INTA.,2011,Journals,Journals,https://inta.gob.ar/documentos/anuario-rian-riap-2006-2007,
Anuario RIAN-RIAP 2007-2008. Bellini Saibene Yanina; Schaab Lucas; Lucas Ramos; Belmonte Laura; Fuentes María Elena. Boletín de Divulgación Técnica Nº 103. Marzo 2011. ISSN 0325-2167. Ediciones INTA.,2011,Journals,Journals,https://inta.gob.ar/documentos/sistema-multimedial-anuario-rian-2007-2008,
Anuario RIAN-RIAP 2008-2009. Bellini Saibene Yanina; Schaab Lucas; Lucas Ramos; Belmonte Laura; Fuentes María Elena. Boletín de Divulgación Técnica Nº 104. Junio 2011. ISSN 0325-2167. Ediciones INTA.,2011,Journals,Journals,https://inta.gob.ar/documentos/anuario-rian-riap-2008-2009,
Anuario RIAN-RIAP 2009-2010. Bellini Saibene Yanina; Schaab Lucas; Lucas Ramos; Belmonte Laura; Fuentes María Elena. Boletín de Divulgación Técnica Nº 105. Octubre 2011. ISSN 0325-2167. Ediciones INTA.,2011,Journals,Journals,https://inta.gob.ar/documentos/anuario-rian-riap-2009-2010,
Boletín RIAN La Pampa - San Luis - Agosto 2011- Nro 86,2011,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-agosto-2011-nro-86,
Boletín RIAN La Pampa - San Luis - Diciembre 2010-Enero 2011- Nro 83,2011,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-diciembre-2010-enero-2011-nro-83,
Boletín RIAN La Pampa - San Luis - Julio 2011- Nro 85,2011,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-julio-2011-nro-85,
Boletín RIAN La Pampa - San Luis - Junio 2011- Nro 84,2011,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-junio-2011-nro-84,
Boletín RIAN La Pampa - San Luis - Noviembre 2011- Nro 89,2011,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-noviembre-2011-nro-89,
Boletín RIAN La Pampa - San Luis - Octubre 2011- Nro 88,2011,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-octubre-2011-nro-88,
Boletín RIAN La Pampa - San Luis - Septiembre 2011- Nro 87,2011,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-septiembre-2011-nro-87,
"Caracterización económica-productiva de los sistemas productivos preponderantes de la provincia de La Pampa, Argentina. Iturrioz Gabriela, Lorda Héctor, Bellini Saibene Yanina, Torrado Roberto, Taié Armando, Caldera Juan. III CONGRESO REGIONAL DE ECONOMIA AGRARIA. Valdivia, Chile. 9 al 11 de noviembre de 2011.",2011,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,
Desarrollo de un sistema de gestión apícola,2011,Tesis,Book,https://inta.gob.ar/documentos/desarrollo-de-un-sistema-de-gestion-apicola,
"El uso de AgroTICs para generar las cartas agroclimáticas de la provincia de La Pampa. Bellini Saibene, Yanina; Ramos, Lucas; Casagrande, Guillermo; Vergara Graciela. Tercer Congreso Argentino de Agro informática. ISSN: 1852-4850. Editor: SADIO. 30 y 31 de Agosto de 2011.",2011,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/el-uso-de-agrotics-para-generar-las-cartas-agroclimaticas-de-la-provincia-de-la-pampa,
"Manuales de campo de la RIAN para dispositivos móviles. Herrera, Germán; Escobar, Guillermo; Schaab, Lucas; Bellini Saibene, Yanina; Caldera, Juan; Ramos, Lucas. Tercer Congreso Argentino de Agro informática. ISSN: 1852-4850. Editor: SADIO. 30 y 31 de Agosto de 2011.",2011,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/manuales-de-campo-de-la-rian-para-dispositivos-moviles,
Metodología utilizada para el manejo de la información en AgroRADAR,2011,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/metodologia-utilizada-para-el-manejo-de-la-informacion-en-agroradar,
"Minería de datos: el que busca, encuentra. Bellini Saibene, Yanina. Horizonte Agropecuario Pampeano-Puntano. Julio 2011. ISSN 0327-3180. Ediciones INTA.",2011,Popular science articles,Popular science articles,,
Trigo. Manual de campo,2011,Colaboración,Book Chapters,https://inta.gob.ar/documentos/trigo-manual-de-campo,
Yerba mate. Manual de campo,2011,Colaboración,Book Chapters,https://inta.gob.ar/documentos/yerba-mate-manual-de-campo,
Boletín RIAN La Pampa - San Luis - Agosto 2012- Nro 91,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-septiembre-2012-nro-91,
Boletín RIAN La Pampa - San Luis - Diciembre 2012- Nro 94,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-diciembre-2012-nro-94,
Boletín RIAN La Pampa - San Luis - Junio 2012- Nro 90,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-junio-2012-nro-90,
Boletín RIAN La Pampa - San Luis - Octubre 2012- Nro 93,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-octubre-2012-nro-93,
Boletín RIAN La Pampa - San Luis - Septiembre 2012- Nro 92,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-septiembre-2012-nro-92,
El Trigo en la Vidriera,2012,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/el-trigo-en-la-vidriera,
"Identificación de granizo con la utilización de variables polarimetricas de los radares de Paraná y Anguil, el radar de Pergamino y daño en cultivos. Romina Nahir Mezher, Santiago Banchero y Yanina Bellini. CongreMet XI. XI Congreso Argentino de Meteorología. 28 de Mayo al 1 de Junio de 2012. Mendoza, Argentina.",2012,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"Radar Meteorológico INTA. Bellini Yanina, Casagrande Guillermo. Revista 365. Pág. 18 y 19. Abril del 2012.",2012,Popular science articles,Popular science articles,,
Boletín RIAN La Pampa - San Luis - Enero 2013- Nro 95,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-2013-nro-95,
Boletín RIAN La Pampa - San Luis - Febrero 2013- Nro 96,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-96,
Boletín RIAN La Pampa - San Luis - Febrero 2013- Nro 97,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-97,
Boletín RIAN La Pampa - San Luis - Julio 2013- Nro 98,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-97,
Boletín RIAN La Pampa - San Luis - Noviembre 2013- Nro 100,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-noviembre-2013-nro-100,
Boletín RIAN La Pampa - San Luis - Octubre-Noviembre 2013- Nro 99,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-97,
"Identificación de Sistemas Productivos Preponderantes en una zona de la provincia de La Pampa utilizando técnicas de DataMining. Bellini Saibene, Yanina; Iturrioz, Gabriela, Lorda, Héctor. Anales Congreso Argentino de AgroInformática 2013. ISSN: 1852-4850. Editor: SADIO. 16 al 20 de Septiembre de 2013, Córdoba.",2013,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/identificacion-de-sistemas-productivos-preponderantes-en-una-zona-de-la-provincia-de-la-pampa-utilizando-tecnicas-de-datamining,
Boletín RIAN La Pampa - San Luis - Enero 2014- Nro 101,2014,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-2014-nro-101,
Boletín RIAN La Pampa - San Luis - Febrero 2014- Nro 102,2014,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2014-nro-102,
Boletín RIAN La Pampa - San Luis - Mayo 2014- Nro 105,2014,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-mayo-2014-nro-105,
